SubjectID,Date,LocalTime,UnityTime,Phase,Trial,Step,TrialTimePassed,gazeOriginX,gazeOriginY,gazeOriginZ,gazeDirectionX,gazeDirectionY,gazeDirectionZ,leftPupil,rightPupil,combinedPupil,baselineCorrected,hitX,hitY,hitZ,objectName,EYE_EXPRESSION_LEFT_BLINK_HTC,EYE_EXPRESSION_LEFT_WIDE_HTC,EYE_EXPRESSION_RIGHT_BLINK_HTC,EYE_EXPRESSION_RIGHT_WIDE_HTC,EYE_EXPRESSION_LEFT_SQUEEZE_HTC,EYE_EXPRESSION_RIGHT_SQUEEZE_HTC,EYE_EXPRESSION_LEFT_DOWN_HTC,EYE_EXPRESSION_RIGHT_DOWN_HTC,EYE_EXPRESSION_LEFT_OUT_HTC,EYE_EXPRESSION_RIGHT_IN_HTC,EYE_EXPRESSION_LEFT_IN_HTC,EYE_EXPRESSION_RIGHT_OUT_HTC,EYE_EXPRESSION_LEFT_UP_HTC,EYE_EXPRESSION_RIGHT_UP_HTC,XR_LIP_EXPRESSION_JAW_RIGHT_HTC,XR_LIP_EXPRESSION_JAW_LEFT_HTC,XR_LIP_EXPRESSION_JAW_FORWARD_HTC,XR_LIP_EXPRESSION_JAW_OPEN_HTC,XR_LIP_EXPRESSION_MOUTH_APE_SHAPE_HTC,XR_LIP_EXPRESSION_MOUTH_UPPER_RIGHT_HTC,XR_LIP_EXPRESSION_MOUTH_UPPER_LEFT_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_RIGHT_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_LEFT_HTC,XR_LIP_EXPRESSION_MOUTH_UPPER_OVERTURN_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_OVERTURN_HTC,XR_LIP_EXPRESSION_MOUTH_POUT_HTC,XR_LIP_EXPRESSION_MOUTH_RAISER_RIGHT_HTC,XR_LIP_EXPRESSION_MOUTH_RAISER_LEFT_HTC,XR_LIP_EXPRESSION_MOUTH_STRETCHER_RIGHT_HTC,XR_LIP_EXPRESSION_MOUTH_STRETCHER_LEFT_HTC,XR_LIP_EXPRESSION_CHEEK_PUFF_RIGHT_HTC,XR_LIP_EXPRESSION_CHEEK_PUFF_LEFT_HTC,XR_LIP_EXPRESSION_CHEEK_SUCK_HTC,XR_LIP_EXPRESSION_MOUTH_UPPER_UPRIGHT_HTC,XR_LIP_EXPRESSION_MOUTH_UPPER_UPLEFT_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_DOWNRIGHT_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_DOWNLEFT_HTC,XR_LIP_EXPRESSION_MOUTH_UPPER_INSIDE_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_INSIDE_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_OVERLAY_HTC,XR_LIP_EXPRESSION_TONGUE_LONGSTEP1_HTC,XR_LIP_EXPRESSION_TONGUE_LEFT_HTC,XR_LIP_EXPRESSION_TONGUE_RIGHT_HTC,XR_LIP_EXPRESSION_TONGUE_UP_HTC,XR_LIP_EXPRESSION_TONGUE_DOWN_HTC,XR_LIP_EXPRESSION_TONGUE_ROLL_HTC,XR_LIP_EXPRESSION_TONGUE_LONGSTEP2_HTC,XR_LIP_EXPRESSION_TONGUE_UPRIGHT_MORPH_HTC,XR_LIP_EXPRESSION_TONGUE_UPLEFT_MORPH_HTC,XR_LIP_EXPRESSION_TONGUE_DOWNRIGHT_MORPH_HTC,XR_LIP_EXPRESSION_TONGUE_DOWNLEFT_MORPH_HTC,
Participant,7_3,11_49_53,4.2684,0,0,0,4.268409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.72362,3.68807,3.705845,0.1012428,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.2716,0,0,0,4.271634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.712908,3.693838,3.703373,0.09877062,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.2748,0,0,0,4.274829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.718034,3.688433,3.703233,0.09863114,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.2781,0,0,0,4.278089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.706618,3.667851,3.687234,0.0826323,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.2815,0,0,0,4.281515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.686125,3.67566,3.680892,0.07629037,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.2853,0,0,0,4.285258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.696415,3.677648,3.687032,0.08242941,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.2886,0,0,0,4.288574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.666866,3.694373,3.680619,0.07601738,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.2921,0,0,0,4.292113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.678061,3.657993,3.668027,0.0634253,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.2956,0,0,0,4.295567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.685086,3.712309,3.698697,0.09409523,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.2994,0,0,0,4.299411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.705264,3.694123,3.699693,0.09509134,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3029,0,0,0,4.302896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.703247,3.657957,3.680602,0.07599998,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3064,0,0,0,4.306399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.704274,3.653901,3.679087,0.0744853,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3096,0,0,0,4.309643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.691798,3.679024,3.685411,0.08080888,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3128,0,0,0,4.312795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.664514,3.669213,3.666864,0.06226158,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3160,0,0,0,4.316023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.667212,3.674371,3.670791,0.06618905,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3192,0,0,0,4.319212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.662541,3.694592,3.678566,0.07396436,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3224,0,0,0,4.322375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.659995,3.685348,3.672672,0.0680697,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3258,0,0,0,4.325784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.689092,3.676162,3.682627,0.07802463,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3292,0,0,0,4.3292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.688557,3.651991,3.670274,0.06567216,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3324,0,0,0,4.332442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.653903,3.688601,3.671252,0.06665015,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3356,0,0,0,4.335609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.676728,3.670271,3.6735,0.06889749,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3388,0,0,0,4.338761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.645956,3.689235,3.667595,0.06299329,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3419,0,0,0,4.341886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.689376,3.662694,3.676035,0.07143259,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3452,0,0,0,4.345243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.680561,3.657032,3.668797,0.06419444,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3484,0,0,0,4.348425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.637605,3.666303,3.651954,0.04735231,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3521,0,0,0,4.352079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.672623,3.652445,3.662534,0.05793166,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3555,0,0,0,4.355522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.651507,3.665569,3.658538,0.05393577,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3588,0,0,0,4.35876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.646658,3.660771,3.653714,0.04911208,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3621,0,0,0,4.362107,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.64312,3.640592,3.641856,0.0372541,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3657,0,0,0,4.365684,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.680275,3.660287,3.670281,0.06567883,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3690,0,0,0,4.368968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.631409,3.680598,3.656004,0.05140162,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3724,0,0,0,4.372436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.64359,3.674569,3.65908,0.05447745,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3758,0,0,0,4.375844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.66896,3.665275,3.667117,0.06251502,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3791,0,0,0,4.379127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.67135,3.625751,3.648551,0.04394841,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3830,0,0,0,4.382966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.662157,3.656682,3.65942,0.05481744,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3866,0,0,0,4.386562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.674802,3.642904,3.658853,0.05425072,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3897,0,0,0,4.389707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.652584,3.633045,3.642814,0.0382123,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3929,0,0,0,4.39291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.629151,3.669236,3.649194,0.04459143,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.3961,0,0,0,4.396076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.672296,3.65639,3.664343,0.05974102,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4002,0,0,0,4.400245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.619494,3.647876,3.633685,0.02908301,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4104,0,0,0,4.410446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.621622,3.638716,3.630169,0.02556682,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4138,0,0,0,4.413777,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.626627,3.614221,3.620424,0.01582217,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4179,0,0,0,4.417916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.633766,3.628357,3.631062,0.02645993,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4212,0,0,0,4.421198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.622999,3.631036,3.627017,0.02241516,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4249,0,0,0,4.424915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.617651,3.619619,3.618635,0.0140326,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4284,0,0,0,4.428365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.633355,3.653401,3.643378,0.03877592,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4321,0,0,0,4.43214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.615073,3.606722,3.610897,0.006294966,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4434,0,0,0,4.44339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.611837,3.618058,3.614948,0.0103457,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4470,0,0,0,4.447023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.615185,3.647668,3.631426,0.02682424,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4508,0,0,0,4.450824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.640743,3.64931,3.645027,0.04042459,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4541,0,0,0,4.454072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.596904,3.610625,3.603764,-0.0008378029,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4575,0,0,0,4.457499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.640357,3.63363,3.636994,0.03239179,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4608,0,0,0,4.460757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.611962,3.596486,3.604224,-0.0003783703,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4641,0,0,0,4.464136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.597006,3.625921,3.611463,0.00686121,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4674,0,0,0,4.467352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.644855,3.640405,3.64263,0.038028,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4707,0,0,0,4.47066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.627451,3.625015,3.626233,0.021631,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4741,0,0,0,4.474127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.607818,3.63648,3.622149,0.01754665,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4775,0,0,0,4.477527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.599413,3.58629,3.592852,-0.01175046,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4809,0,0,0,4.480902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.595398,3.600487,3.597942,-0.006659746,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4847,0,0,0,4.484672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.604562,3.589266,3.596914,-0.007688284,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4881,0,0,0,4.488103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.620873,3.581634,3.601254,-0.003348589,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4913,0,0,0,4.49126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.609566,3.608875,3.609221,0.004618406,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4945,0,0,0,4.494524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.612587,3.599039,3.605813,0.001210928,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Participant,7_3,11_49_53,4.4977,0,0,0,4.497695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.580889,3.58777,3.584329,-0.02027297,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
