SubjectID,Date,LocalTime,UnityTime,Phase,Trial,Step,TrialTimePassed,State,xPos,yPos,zPos,xRot,yRot,zRot,gazeOriginX,gazeOriginY,gazeOriginZ,gazeDirectionX,gazeDirectionY,gazeDirectionZ,leftPupil,rightPupil,combinedPupil,baselineCorrected,hitX,hitY,hitZ,objectName,EYE_EXPRESSION_LEFT_BLINK_HTC,EYE_EXPRESSION_LEFT_WIDE_HTC,EYE_EXPRESSION_RIGHT_BLINK_HTC,EYE_EXPRESSION_RIGHT_WIDE_HTC,EYE_EXPRESSION_LEFT_SQUEEZE_HTC,EYE_EXPRESSION_RIGHT_SQUEEZE_HTC,EYE_EXPRESSION_LEFT_DOWN_HTC,EYE_EXPRESSION_RIGHT_DOWN_HTC,EYE_EXPRESSION_LEFT_OUT_HTC,EYE_EXPRESSION_RIGHT_IN_HTC,EYE_EXPRESSION_LEFT_IN_HTC,EYE_EXPRESSION_RIGHT_OUT_HTC,EYE_EXPRESSION_LEFT_UP_HTC,EYE_EXPRESSION_RIGHT_UP_HTC,XR_LIP_EXPRESSION_JAW_RIGHT_HTC,XR_LIP_EXPRESSION_JAW_LEFT_HTC,XR_LIP_EXPRESSION_JAW_FORWARD_HTC,XR_LIP_EXPRESSION_JAW_OPEN_HTC,XR_LIP_EXPRESSION_MOUTH_APE_SHAPE_HTC,XR_LIP_EXPRESSION_MOUTH_UPPER_RIGHT_HTC,XR_LIP_EXPRESSION_MOUTH_UPPER_LEFT_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_RIGHT_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_LEFT_HTC,XR_LIP_EXPRESSION_MOUTH_UPPER_OVERTURN_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_OVERTURN_HTC,XR_LIP_EXPRESSION_MOUTH_POUT_HTC,XR_LIP_EXPRESSION_MOUTH_RAISER_RIGHT_HTC,XR_LIP_EXPRESSION_MOUTH_RAISER_LEFT_HTC,XR_LIP_EXPRESSION_MOUTH_STRETCHER_RIGHT_HTC,XR_LIP_EXPRESSION_MOUTH_STRETCHER_LEFT_HTC,XR_LIP_EXPRESSION_CHEEK_PUFF_RIGHT_HTC,XR_LIP_EXPRESSION_CHEEK_PUFF_LEFT_HTC,XR_LIP_EXPRESSION_CHEEK_SUCK_HTC,XR_LIP_EXPRESSION_MOUTH_UPPER_UPRIGHT_HTC,XR_LIP_EXPRESSION_MOUTH_UPPER_UPLEFT_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_DOWNRIGHT_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_DOWNLEFT_HTC,XR_LIP_EXPRESSION_MOUTH_UPPER_INSIDE_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_INSIDE_HTC,XR_LIP_EXPRESSION_MOUTH_LOWER_OVERLAY_HTC,XR_LIP_EXPRESSION_TONGUE_LONGSTEP1_HTC,XR_LIP_EXPRESSION_TONGUE_LEFT_HTC,XR_LIP_EXPRESSION_TONGUE_RIGHT_HTC,XR_LIP_EXPRESSION_TONGUE_UP_HTC,XR_LIP_EXPRESSION_TONGUE_DOWN_HTC,XR_LIP_EXPRESSION_TONGUE_ROLL_HTC,XR_LIP_EXPRESSION_TONGUE_LONGSTEP2_HTC,XR_LIP_EXPRESSION_TONGUE_UPRIGHT_MORPH_HTC,XR_LIP_EXPRESSION_TONGUE_UPLEFT_MORPH_HTC,XR_LIP_EXPRESSION_TONGUE_DOWNRIGHT_MORPH_HTC,XR_LIP_EXPRESSION_TONGUE_DOWNLEFT_MORPH_HTC
2,8_4,10_55_40,0.4770,0,0,0,0.47702,,2.229,0.60724,-2.133,49.62048,79.74474,2.635723E-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.4817,0,0,0,0.481733,,2.229,0.60724,-2.133,49.73851,79.20274,-2.642129E-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.4857,0,0,0,0.4856807,,2.229,0.60724,-2.133,49.85698,78.84747,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.4899,0,0,0,0.4899417,,2.229,0.60724,-2.133,49.96341,78.4853,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.4938,0,0,0,0.4938317,,2.229,0.60724,-2.133,50.06046,78.13522,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.4976,0,0,0,0.4976384,,2.229,0.60724,-2.133,50.19378,77.79261,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5019,0,0,0,0.5018649,,2.229,0.60724,-2.133,50.29957,77.41225,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5092,0,0,0,0.5091693,,2.229,0.60724,-2.133,50.70128,76.38958,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5132,0,0,0,0.5132474,,2.229,0.60724,-2.133,50.84423,76.04299,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5177,0,0,0,0.5176891,,2.229,0.60724,-2.133,50.99963,75.62105,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5239,0,0,0,0.5238616,,2.229,0.60724,-2.133,51.27765,74.94207,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5282,0,0,0,0.5282438,,2.229,0.60724,-2.133,51.36529,74.63531,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5320,0,0,0,0.5320333,,2.229,0.60724,-2.133,51.49775,74.35107,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5358,0,0,0,0.5358291,,2.229,0.60724,-2.133,51.49775,74.35107,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5396,0,0,0,0.5396304,,2.229,0.60724,-2.133,51.6879,73.85695,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5432,0,0,0,0.5431714,,2.229,0.60724,-2.133,51.6879,73.85695,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5470,0,0,0,0.5470308,,2.229,0.60724,-2.133,51.86166,73.50959,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5508,0,0,0,0.5508322,,2.229,0.60724,-2.133,51.86166,73.50959,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5554,0,0,0,0.5554039,,2.229,0.60724,-2.133,52.13595,72.98383,2.781973E-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5620,0,0,0,0.5619698,,2.229,0.60724,-2.133,52.33288,72.68839,2.794343E-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5662,0,0,0,0.5662031,,2.229,0.60724,-2.133,52.41768,72.54014,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5705,0,0,0,0.5705069,,2.229,0.60724,-2.133,52.5038,72.38955,2.805195E-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5749,0,0,0,0.5749208,,2.229,0.60724,-2.133,52.54817,72.27917,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5795,0,0,0,0.57952,,2.229,0.60724,-2.133,52.61723,72.1872,-2.812458E-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5839,0,0,0,0.5838541,,2.229,0.60724,-2.133,52.68216,72.10055,2.816637E-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5879,0,0,0,0.5878759,,2.229,0.60724,-2.133,52.72238,72.06033,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5921,0,0,0,0.5920829,,2.229,0.60724,-2.133,52.74335,72.01826,2.82059E-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.5979,0,0,0,0.5979311,,2.229,0.60724,-2.133,52.80193,71.93056,-2.824388E-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6040,0,0,0,0.6039816,,2.229,0.60724,-2.133,52.83231,71.90029,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6079,0,0,0,0.6079056,,2.229,0.60724,-2.133,52.83231,71.861,-2.826363E-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6114,0,0,0,0.6113834,,2.229,0.60724,-2.133,52.84957,71.86101,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6152,0,0,0,0.6151974,,2.229,0.60724,-2.133,52.84957,71.86101,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6192,0,0,0,0.6192451,,2.229,0.60724,-2.133,52.84957,71.84079,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6228,0,0,0,0.6227871,,2.229,0.60724,-2.133,52.84957,71.84079,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6267,0,0,0,0.626743,,2.229,0.60724,-2.133,52.84957,71.84079,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6305,0,0,0,0.6304661,,2.229,0.60724,-2.133,52.84957,71.84079,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6337,0,0,0,0.6337282,,2.229,0.60724,-2.133,52.84957,71.84079,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6370,0,0,0,0.6370015,,2.229,0.60724,-2.133,52.84957,71.84079,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6403,0,0,0,0.6403411,,2.229,0.60724,-2.133,52.84957,71.84079,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6440,0,0,0,0.6440217,,2.229,0.60724,-2.133,52.84957,71.8592,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8_4,10_55_40,0.6473,0,0,0,0.6473184,,2.229,0.60724,-2.133,52.84957,71.8592,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
